student_id,gender,school_type,parent_edu,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,commute_min,final_score,grade_band,passed
S4353,F,Public,Bachelor,2.87,65.0,62.5,56.6,59.6,8.0,69.8,3.1,1,17.2,72.6,B,1
S4354,F,Public,High School,3.0,79.7,51.4,68.0,29.8,2.9,56.3,5.2,2,34.1,61.1,C,1
S4355,F,Private,Bachelor,3.25,75.1,71.0,72.1,56.6,12.4,85.1,2.2,2,27.7,63.9,C,1
S4356,M,Charter,PhD,3.49,75.8,67.9,67.3,43.8,8.8,94.4,3.0,3,18.3,67.5,C,1
S4357,F,Public,Bachelor,2.62,61.8,71.1,61.3,55.0,6.7,70.6,4.5,3,38.5,61.2,C,1
S4358,F,Charter,Master,3.18,81.3,64.2,65.3,47.0,11.0,80.4,7.6,6,42.5,72.7,B,1
S4359,M,Private,Master,2.75,80.8,57.7,68.8,44.0,7.3,63.3,0.0,2,29.0,62.5,C,1
S4360,M,Private,PhD,2.91,79.2,54.4,60.2,35.9,5.1,67.1,2.7,1,34.3,49.0,F,0
S4361,F,Charter,Master,3.08,82.3,44.4,61.1,63.6,13.8,76.9,6.9,3,5.0,68.2,C,1
S4362,F,Public,Bachelor,3.0,67.1,53.4,60.6,44.0,4.4,87.7,6.4,1,45.9,59.4,D,1
S4363,F,Public,Master,3.37,69.7,57.4,73.8,47.4,3.8,84.9,3.6,5,15.2,70.1,B,1
S4364,M,Public,High School,3.24,71.2,62.3,47.0,73.9,12.6,94.7,7.4,8,10.9,67.7,C,1
S4365,F,Private,Bachelor,2.25,62.8,35.4,46.8,50.7,1.6,92.3,2.7,1,42.1,51.3,D,1
S4366,M,Private,PhD,2.32,74.7,51.4,78.3,25.0,10.0,83.8,4.1,3,22.6,57.5,D,1
S4367,M,Charter,Master,2.82,77.5,64.1,63.9,70.5,9.4,59.1,2.6,1,15.5,68.7,C,1
S4368,M,Private,PhD,3.91,83.5,75.1,65.5,81.9,13.5,85.7,7.4,5,16.0,75.5,B,1
S4369,M,Private,Master,2.57,54.3,31.0,62.5,63.0,5.6,86.3,1.1,3,8.9,55.3,D,1
S4370,M,Private,Master,2.9,55.5,59.4,50.4,61.1,6.1,77.5,3.1,2,14.9,57.8,D,1
S4371,M,Public,Master,2.73,69.2,52.8,40.3,37.4,6.8,57.9,3.2,6,41.7,55.5,D,1
S4372,M,Public,Master,2.72,74.3,54.9,63.4,50.5,5.3,70.6,4.1,5,43.9,54.5,D,1
S4373,M,Charter,Bachelor,3.09,70.3,34.6,55.0,30.5,13.0,53.6,9.5,3,25.5,61.9,C,1
S4374,F,Public,PhD,3.7,92.3,84.4,70.6,53.0,9.6,83.7,11.4,2,11.3,79.1,B,1
S4375,F,Public,Master,3.23,63.6,59.1,64.1,41.3,11.4,74.1,4.3,7,30.1,66.8,C,1
S4376,M,Private,Master,2.6,56.3,35.1,57.1,38.0,10.4,71.7,6.5,2,5.0,50.9,D,1
S4377,F,Public,Bachelor,4.0,74.7,70.2,52.6,63.3,10.4,100.0,4.8,6,37.6,75.3,B,1
S4378,M,Charter,Bachelor,3.04,64.8,59.7,60.4,48.5,10.3,64.4,5.4,4,23.8,50.8,D,1
S4379,F,Public,High School,2.71,71.3,68.0,63.5,48.4,5.2,68.5,2.4,1,10.9,61.7,C,1
S4380,M,Public,PhD,3.71,73.7,60.8,53.4,54.0,11.3,73.4,5.4,7,43.8,63.4,C,1
S4381,M,Public,Bachelor,2.77,55.3,51.4,43.0,68.4,6.7,90.5,9.2,4,26.8,54.3,D,1
S4382,F,Private,High School,3.83,85.4,61.9,59.5,84.4,10.2,100.0,5.8,2,14.4,80.8,A,1
S4383,F,Public,High School,2.56,51.6,54.7,61.4,44.8,7.7,80.0,2.1,1,57.9,47.3,F,0
S4384,F,Private,Master,3.72,68.6,54.6,47.0,60.0,8.2,90.8,4.3,6,13.5,68.2,C,1
S4385,F,Charter,Master,3.1,58.0,45.7,66.7,40.6,12.2,66.6,3.2,6,35.7,61.4,C,1
S4386,F,Charter,Master,3.65,78.1,64.1,70.0,67.2,8.3,88.8,3.3,10,32.2,79.5,B,1
S4387,M,Public,Bachelor,3.95,81.0,55.7,66.6,51.7,9.0,76.0,7.3,5,7.5,60.5,C,1
S4388,M,Public,Bachelor,2.43,79.7,72.2,46.2,45.4,6.0,74.8,3.5,7,25.7,61.8,C,1
S4389,M,Private,Bachelor,3.64,83.7,85.7,60.4,87.4,10.4,82.3,6.8,5,18.0,81.0,A,1
S4390,M,Charter,High School,2.3,74.5,49.0,64.7,31.2,7.2,65.8,2.7,1,5.0,54.1,D,1
S4391,F,Charter,Master,2.48,67.1,38.8,68.6,25.0,7.2,75.1,2.1,1,5.0,59.4,D,1
S4392,F,Public,High School,2.6,58.2,54.3,46.9,59.1,2.5,84.1,2.2,2,5.0,44.0,F,0
S4393,M,Private,Bachelor,3.25,73.5,55.6,73.5,49.5,13.0,100.0,5.4,1,17.0,67.8,C,1
S4394,F,Public,Bachelor,3.02,74.9,70.8,68.3,48.8,8.2,86.8,4.4,3,10.0,72.0,B,1
S4395,F,Public,Bachelor,2.92,74.8,50.4,61.4,83.7,9.4,100.0,3.0,2,11.4,58.1,D,1
S4396,M,Public,PhD,3.07,67.0,62.6,54.2,63.5,15.9,83.1,4.1,2,18.3,68.3,C,1
S4397,M,Public,High School,3.3,76.9,62.9,58.9,55.3,14.0,100.0,8.3,4,23.6,69.2,C,1
S4398,M,Public,Master,3.33,65.9,52.0,78.6,44.9,11.0,88.6,9.3,3,18.6,55.1,D,1
S4399,M,Public,High School,3.55,67.1,63.1,65.3,62.6,7.1,88.3,5.4,3,11.7,74.2,B,1
S4400,M,Private,High School,3.91,70.2,73.2,78.5,40.8,8.6,87.1,5.3,8,49.4,68.7,C,1
S4401,F,Public,Bachelor,2.99,70.1,58.3,63.1,47.1,12.4,83.5,4.4,5,22.0,70.9,B,1
S4402,M,Private,High School,2.74,58.0,52.9,53.0,50.2,6.8,82.6,6.1,3,41.3,58.7,D,1
S4403,M,Public,Master,3.31,69.7,51.0,68.0,55.6,9.7,66.1,5.2,6,5.0,66.7,C,1
S4404,F,Public,Bachelor,2.43,71.5,65.1,77.3,50.5,3.3,82.7,3.8,2,47.9,67.7,C,1
S4405,F,Public,High School,2.66,58.4,61.9,50.8,44.2,9.0,58.8,2.3,3,18.5,60.8,C,1
S4406,F,Public,High School,3.5,71.0,57.4,72.4,66.7,14.4,93.4,3.4,6,64.5,61.6,C,1
S4407,M,Private,Bachelor,2.94,70.0,55.8,62.3,32.6,13.3,86.6,5.9,4,5.6,51.5,D,1
S4408,M,Public,Master,2.4,65.9,65.9,43.5,48.9,5.2,91.0,3.4,1,12.0,54.4,D,1
S4409,F,Private,Bachelor,2.26,58.6,37.1,41.0,38.1,8.0,62.2,3.9,2,25.9,40.4,F,0
S4410,M,Public,Bachelor,3.02,76.5,65.7,58.4,67.4,8.8,68.4,1.1,0,19.6,75.4,B,1
S4411,M,Private,Master,3.57,80.4,59.3,69.6,50.9,13.9,99.0,9.6,10,5.0,65.6,C,1
S4412,F,Private,Bachelor,3.56,84.8,83.9,75.2,67.8,11.2,72.7,6.4,6,44.3,79.7,B,1
S4413,F,Public,High School,3.06,69.9,58.5,47.2,57.7,6.7,66.5,1.0,4,45.3,63.6,C,1
S4414,M,Public,Bachelor,4.0,75.9,79.4,74.1,41.6,17.0,92.5,9.0,7,14.9,88.9,A,1
S4415,F,Public,Bachelor,2.95,64.0,47.7,58.4,49.6,9.1,78.9,3.6,3,40.4,64.3,C,1
S4416,M,Private,Master,2.93,71.8,45.0,61.0,28.7,7.7,81.2,4.4,3,46.7,52.8,D,1
S4417,M,Public,Bachelor,1.72,54.1,40.8,55.4,46.7,4.4,73.6,0.3,1,31.3,48.6,F,0
S4418,M,Private,PhD,2.78,63.2,56.4,74.0,43.0,5.9,84.3,3.7,3,16.1,64.0,C,1
S4419,M,Private,High School,3.43,70.7,55.8,66.4,69.1,11.9,83.3,5.5,5,42.1,72.3,B,1
S4420,M,Charter,PhD,3.78,72.4,71.7,54.0,58.4,11.5,88.4,3.1,11,38.0,65.8,C,1
S4421,F,Private,Bachelor,2.58,67.4,51.5,56.3,40.3,5.0,75.0,5.2,4,8.3,65.0,C,1
S4422,F,Private,Bachelor,3.23,61.0,35.7,68.3,63.2,17.1,82.7,5.3,1,45.1,56.9,D,1
S4423,F,Public,High School,3.52,77.7,69.3,73.6,48.2,8.1,68.6,6.7,9,7.1,74.5,B,1
S4424,M,Charter,Bachelor,3.01,75.5,50.4,68.1,62.1,10.1,89.1,6.1,3,30.7,60.7,C,1
S4425,M,Private,Master,1.86,53.9,40.5,46.3,48.8,4.6,81.2,1.9,3,18.5,47.3,F,0
S4426,M,Public,Master,3.12,86.6,78.9,52.8,54.7,6.4,88.9,5.5,3,26.8,67.4,C,1
S4427,M,Charter,High School,3.38,73.9,79.3,69.4,44.4,9.5,90.5,2.5,5,24.8,64.0,C,1
S4428,M,Public,Bachelor,2.53,52.8,43.0,43.8,62.0,3.1,63.4,1.7,3,60.9,38.6,F,0
S4429,F,Charter,High School,2.87,66.5,61.3,65.8,59.4,14.7,61.7,4.4,2,5.0,69.6,C,1
S4430,F,Charter,PhD,2.42,64.7,46.1,62.7,38.1,5.9,84.2,3.4,1,16.3,50.7,D,1
S4431,F,Public,Master,1.71,60.7,42.2,47.2,45.8,3.3,67.5,2.1,2,24.4,45.9,F,0
S4432,M,Private,High School,3.51,73.1,56.2,63.7,67.4,16.9,87.2,8.6,3,27.4,79.4,B,1
S4433,F,Public,Master,3.0,61.9,37.8,61.2,49.5,6.5,82.6,4.3,5,20.3,59.7,D,1
S4434,M,Public,PhD,3.8,69.2,64.2,60.1,61.7,16.1,91.1,7.2,6,5.0,57.0,D,1
S4435,M,Public,Bachelor,3.43,69.1,63.3,50.9,69.1,12.5,92.0,5.7,0,33.9,61.4,C,1
S4436,M,Private,Master,2.82,63.8,47.6,58.3,68.2,2.4,77.1,3.6,4,45.9,49.9,F,0
S4437,F,Public,Bachelor,2.96,60.5,65.2,59.4,53.4,7.7,56.7,4.0,5,31.7,57.9,D,1
S4438,F,Public,Bachelor,3.28,67.0,54.4,74.3,37.7,11.4,91.1,3.6,2,16.7,62.9,C,1
S4439,M,Private,Bachelor,3.48,80.1,57.8,58.9,40.0,11.0,91.8,5.5,1,25.7,78.1,B,1
S4440,F,Public,Bachelor,3.16,84.8,68.4,74.5,48.4,9.8,66.1,4.5,1,5.9,75.3,B,1
S4441,F,Public,Bachelor,3.55,81.6,49.7,56.3,42.7,9.4,71.5,5.6,5,38.2,65.7,C,1
S4442,M,Public,High School,2.85,79.0,68.1,49.8,34.9,6.3,89.1,0.6,4,33.2,62.0,C,1
S4443,M,Public,Master,2.5,72.8,50.6,55.9,71.1,6.1,88.4,3.1,5,19.5,62.1,C,1
S4444,M,Public,Bachelor,2.97,76.3,69.1,53.6,62.2,14.8,47.7,2.7,5,26.4,58.0,D,1
S4445,F,Public,Bachelor,3.1,68.3,70.6,49.1,50.6,6.7,86.3,4.6,5,40.0,55.5,D,1
S4446,M,Charter,Master,2.4,65.1,57.9,73.9,49.8,5.2,71.3,0.8,5,45.5,61.9,C,1
S4447,F,Private,Bachelor,2.33,60.0,41.4,50.9,25.0,6.4,74.2,2.9,0,27.2,47.1,F,0
S4448,M,Public,Bachelor,3.22,70.5,46.8,83.2,65.5,5.5,83.8,4.5,5,56.1,69.2,C,1
S4449,F,Public,PhD,2.8,68.5,41.2,50.5,25.0,9.5,68.8,2.7,1,46.5,59.8,D,1
S4450,M,Public,Master,2.92,74.9,69.4,46.1,61.8,4.8,87.0,4.9,1,33.3,59.3,D,1
S4451,F,Private,High School,2.82,71.6,55.3,71.9,29.6,5.0,69.9,4.8,8,20.0,57.4,D,1
S4452,F,Public,Bachelor,3.76,76.3,59.1,60.3,52.4,8.6,96.6,6.3,2,15.7,69.6,C,1
S4453,F,Public,PhD,3.63,76.8,62.9,67.4,72.6,6.6,97.9,7.2,7,24.9,64.0,C,1
S4454,F,Charter,Bachelor,2.38,67.3,62.9,44.5,31.8,10.3,63.3,2.1,0,26.4,45.9,F,0
S4455,M,Public,Bachelor,2.73,72.7,64.1,59.6,51.7,9.5,67.2,4.6,3,51.8,69.2,C,1
S4456,F,Public,High School,3.43,62.1,62.7,49.6,64.1,13.5,85.6,5.5,7,8.8,64.0,C,1
S4457,M,Charter,High School,3.3,64.4,64.5,61.0,61.9,12.7,100.0,3.3,4,31.1,64.8,C,1
S4458,M,Private,Master,2.98,78.7,61.7,58.3,54.9,8.4,72.7,2.8,4,5.0,65.6,C,1
S4459,F,Public,Master,2.43,63.8,54.4,58.4,55.5,6.6,69.5,5.4,3,33.5,48.6,F,0
S4460,M,Private,PhD,2.66,63.2,55.1,63.2,43.5,10.7,80.4,6.8,2,39.8,56.9,D,1
S4461,F,Public,Master,2.74,65.3,54.2,60.7,74.2,12.9,85.3,5.3,3,47.9,60.7,C,1
S4462,F,Private,High School,3.14,69.3,65.9,65.7,36.6,5.8,87.7,3.7,5,15.4,64.8,C,1
S4463,M,Public,High School,3.85,83.0,71.4,67.7,74.8,20.0,88.9,9.5,7,10.1,69.0,C,1
S4464,F,Charter,PhD,2.66,57.7,42.4,52.6,49.9,3.7,72.9,4.9,3,42.1,48.5,F,0
S4465,M,Charter,Bachelor,2.49,65.1,57.5,61.2,58.0,5.6,78.9,3.9,2,45.5,56.5,D,1
S4466,M,Charter,Bachelor,2.95,71.4,60.0,60.0,63.0,9.0,41.1,8.0,1,21.9,61.9,C,1
S4467,M,Charter,PhD,3.52,78.3,70.0,65.1,65.5,11.6,100.0,4.1,5,5.0,78.1,B,1
S4468,F,Private,Bachelor,2.28,64.5,49.4,59.1,37.7,12.0,70.5,4.2,0,12.7,49.7,F,0
S4469,F,Public,High School,3.73,81.4,74.5,58.3,57.6,14.9,89.5,4.7,4,20.0,89.1,A,1
S4470,F,Public,Master,2.91,64.6,54.6,72.3,34.6,9.9,100.0,3.1,3,5.0,64.2,C,1
S4471,F,Private,PhD,2.63,58.8,58.6,54.3,48.0,10.6,67.4,8.8,1,37.8,54.8,D,1
S4472,M,Charter,High School,2.2,81.7,50.4,59.6,51.2,6.8,100.0,3.5,3,17.4,60.1,C,1
S4473,M,Public,Master,3.35,71.1,56.6,62.9,62.0,8.4,92.4,9.1,3,22.1,70.1,B,1
S4474,F,Charter,Bachelor,2.91,67.7,62.2,65.9,58.6,10.1,84.5,5.4,4,41.8,63.2,C,1
S4475,F,Charter,Bachelor,3.09,76.3,56.7,65.8,32.3,9.5,88.6,5.5,7,30.1,67.7,C,1
S4476,M,Charter,PhD,2.55,78.3,78.7,59.5,49.4,4.7,65.4,2.1,2,56.4,58.8,D,1
S4477,M,Charter,PhD,2.84,64.0,60.2,71.9,45.1,12.2,58.6,6.1,1,46.8,65.9,C,1
S4478,F,Public,High School,2.76,59.6,52.8,35.0,35.0,7.9,63.4,3.9,5,10.6,50.0,D,1
S4479,F,Public,High School,2.95,59.6,62.2,69.8,44.0,5.4,92.5,4.5,4,34.1,62.9,C,1
S4480,M,Public,High School,2.67,79.4,53.0,69.2,50.3,4.8,65.4,3.1,3,29.0,62.6,C,1
S4481,M,Public,Bachelor,2.23,54.0,56.2,36.7,65.9,7.5,52.5,2.4,0,46.6,52.1,D,1
S4482,F,Private,High School,4.0,79.8,76.9,77.3,51.5,16.1,89.0,7.0,6,27.9,88.7,A,1
S4483,F,Charter,Bachelor,2.32,55.4,60.5,63.5,36.9,7.7,80.1,3.0,2,20.9,51.8,D,1
S4484,M,Charter,High School,3.09,59.3,50.6,64.5,44.7,10.8,81.4,4.6,8,31.7,56.1,D,1
S4485,F,Private,Bachelor,2.11,58.8,35.3,39.4,47.2,3.0,78.4,0.0,3,23.9,44.2,F,0
S4486,M,Public,High School,2.0,52.5,38.7,57.7,58.1,5.3,83.9,3.1,7,20.3,55.9,D,1
S4487,M,Public,Master,3.05,65.0,53.5,69.3,51.3,8.2,87.3,4.4,5,23.1,62.9,C,1
S4488,F,Public,High School,3.09,86.9,79.9,59.8,41.8,8.8,79.0,0.0,5,28.3,67.9,C,1
S4489,F,Public,Bachelor,3.63,79.7,87.1,70.7,48.9,11.2,79.8,2.9,3,41.3,73.0,B,1
S4490,M,Private,Master,3.2,79.4,65.3,60.9,58.3,7.8,91.2,4.1,4,16.6,65.0,C,1
S4491,F,Public,Master,2.93,75.8,58.8,69.7,65.0,11.0,82.6,6.9,3,5.0,72.6,B,1
S4492,F,Public,High School,2.53,64.4,48.8,54.2,70.4,4.1,64.9,4.5,3,24.4,57.1,D,1
S4493,F,Public,High School,3.75,74.0,72.6,61.1,46.4,8.1,100.0,5.0,3,25.1,71.1,B,1
S4494,F,Private,Master,3.46,76.6,84.9,64.8,64.0,8.5,87.8,5.3,3,25.4,70.9,B,1
S4495,F,Public,Bachelor,2.38,65.1,69.2,44.2,40.6,9.2,81.6,5.2,3,24.3,59.1,D,1
S4496,F,Public,Master,3.02,65.6,67.7,59.0,45.0,10.1,75.5,3.3,5,39.1,68.9,C,1
S4497,M,Public,Bachelor,3.07,71.8,69.8,65.0,44.8,3.9,94.3,2.5,4,29.3,59.8,D,1
S4498,M,Charter,Bachelor,2.83,62.6,62.3,66.3,49.5,10.1,59.2,5.8,2,34.9,57.7,D,1
S4499,M,Public,Bachelor,3.39,72.5,60.7,66.1,45.3,10.4,100.0,7.7,5,5.0,62.0,C,1
S4500,F,Private,Master,3.42,71.5,53.7,50.9,84.0,9.4,60.9,4.3,3,20.3,72.6,B,1
S4501,F,Private,PhD,2.9,58.9,53.2,70.4,46.1,7.9,62.5,5.2,3,23.4,55.4,D,1
S4502,M,Private,High School,2.86,49.8,54.6,69.0,63.6,4.4,81.6,4.1,1,51.0,58.8,D,1
S4503,M,Charter,Bachelor,3.75,70.0,48.6,66.5,46.7,12.5,81.1,5.2,4,19.7,61.5,C,1
S4504,F,Public,High School,3.47,89.1,65.2,60.9,84.2,7.1,80.7,8.0,3,12.8,82.7,A,1
S4505,M,Public,Bachelor,3.04,67.9,48.9,56.0,55.2,8.1,74.0,3.3,2,14.0,57.4,D,1
S4506,F,Public,Master,2.19,68.1,60.9,53.9,60.0,4.7,62.5,4.0,3,43.8,65.1,C,1
S4507,M,Private,Bachelor,3.17,54.7,48.7,61.5,44.7,12.0,85.5,5.1,2,15.4,59.0,D,1
S4508,F,Public,PhD,3.35,65.4,62.0,59.4,67.7,10.5,82.9,5.0,1,10.5,64.8,C,1
S4509,F,Public,Bachelor,1.62,45.4,32.8,40.1,44.1,5.6,76.8,0.0,4,45.6,43.3,F,0
S4510,M,Private,PhD,3.13,69.6,74.3,70.9,53.4,5.9,82.2,2.8,3,30.2,68.0,C,1
S4511,M,Private,Master,2.79,87.3,44.1,65.5,35.8,7.8,72.9,3.5,5,22.5,66.5,C,1
S4512,M,Public,High School,2.89,72.6,62.2,51.4,50.9,10.1,88.2,3.2,6,5.6,60.2,C,1
S4513,F,Private,High School,2.55,79.0,44.0,62.7,43.6,10.9,53.5,3.6,1,35.6,55.6,D,1
S4514,F,Private,Bachelor,2.93,67.2,51.0,61.5,61.6,5.3,48.3,1.9,5,37.8,58.9,D,1
S4515,M,Public,High School,3.7,87.9,70.1,62.3,57.0,9.3,67.9,5.9,4,7.2,79.4,B,1
S4516,F,Public,Bachelor,2.78,84.4,62.7,73.3,30.2,9.6,73.6,4.8,2,31.6,64.9,C,1
S4517,F,Private,Bachelor,3.48,74.0,64.6,65.9,65.1,15.8,89.5,4.4,6,21.1,68.2,C,1
S4518,M,Private,PhD,2.6,61.7,53.5,55.0,65.6,8.2,43.9,5.0,5,13.8,51.5,D,1
S4519,M,Public,Bachelor,3.38,63.3,51.9,61.2,33.6,7.2,83.7,7.1,5,16.4,60.8,C,1
S4520,F,Public,Master,3.0,67.5,55.1,64.5,74.2,5.7,75.8,2.1,6,24.3,60.4,C,1
S4521,F,Private,PhD,3.18,72.4,59.9,61.9,71.4,10.1,83.4,3.4,4,5.0,58.9,D,1
S4522,F,Charter,Master,3.0,86.3,64.4,63.6,47.3,10.1,57.1,1.8,3,33.5,71.9,B,1
S4523,F,Private,High School,3.32,62.8,57.1,71.1,41.2,9.6,100.0,6.1,2,12.7,57.8,D,1
S4524,F,Public,Bachelor,1.72,57.6,51.5,38.1,57.8,1.0,67.6,1.5,0,21.4,37.2,F,0
S4525,M,Public,Bachelor,2.29,48.4,46.6,41.2,30.4,9.5,58.3,0.0,2,36.1,44.9,F,0
S4526,F,Charter,Bachelor,3.21,68.7,60.7,69.0,46.9,8.8,83.6,3.7,6,17.2,63.6,C,1
S4527,F,Public,Bachelor,1.98,62.3,43.7,75.1,28.8,6.5,87.7,2.6,3,26.9,46.7,F,0
S4528,F,Charter,Master,2.73,71.4,45.4,67.6,48.8,2.6,61.9,4.1,2,24.7,59.4,D,1
S4529,M,Charter,Bachelor,2.97,74.4,60.2,78.5,71.2,12.5,61.8,6.9,3,13.5,69.2,C,1
S4530,M,Public,Bachelor,2.59,69.0,66.2,54.4,57.7,5.3,74.4,1.2,2,19.3,71.3,B,1
S4531,M,Charter,PhD,2.65,71.2,59.7,53.4,64.2,11.7,76.1,3.6,6,26.5,60.9,C,1
S4532,M,Public,High School,3.14,71.7,50.9,66.3,47.9,11.4,89.9,2.8,5,24.1,56.9,D,1
S4533,M,Charter,Bachelor,3.5,66.7,68.4,71.9,59.5,6.7,100.0,6.0,8,30.4,71.8,B,1
S4534,F,Public,Master,2.52,50.4,44.7,42.4,32.8,7.8,84.6,2.9,1,36.0,49.1,F,0
S4535,F,Public,High School,2.71,62.8,60.3,55.9,51.2,12.8,60.5,4.3,3,44.7,58.2,D,1
S4536,M,Private,Bachelor,2.63,65.3,49.6,57.6,40.4,5.7,63.5,2.8,1,5.0,46.6,F,0
S4537,F,Private,High School,1.79,67.9,51.3,47.2,43.6,9.1,58.3,3.0,3,44.7,57.2,D,1
S4538,M,Public,Master,3.07,69.9,52.8,56.3,49.6,10.4,90.0,3.2,6,19.5,54.7,D,1
S4539,M,Private,Bachelor,3.47,73.1,57.0,72.0,51.6,14.9,92.0,3.6,7,32.5,73.6,B,1
S4540,M,Public,Bachelor,3.51,78.2,48.1,69.9,78.6,11.5,100.0,6.2,3,27.5,77.5,B,1
S4541,F,Public,Bachelor,2.56,63.5,57.4,64.3,72.1,6.9,82.3,7.1,3,18.5,60.5,C,1
S4542,M,Public,High School,2.37,70.2,56.6,60.3,66.8,12.0,66.2,0.0,2,50.9,65.6,C,1
S4543,M,Public,High School,3.01,85.9,66.6,56.4,77.0,11.2,77.7,2.2,1,36.4,74.9,B,1
S4544,M,Public,Bachelor,3.41,91.7,69.9,71.6,75.3,10.0,66.6,6.0,4,29.2,71.3,B,1
S4545,F,Public,Bachelor,3.08,71.6,50.9,53.2,51.6,10.6,88.3,6.9,6,57.5,68.0,C,1
S4546,M,Public,Bachelor,3.14,74.1,69.5,59.9,55.3,7.9,73.9,5.5,2,9.7,68.2,C,1
S4547,F,Public,Bachelor,3.57,88.3,77.2,58.8,63.7,11.6,100.0,4.7,5,22.5,63.8,C,1
S4548,F,Public,Bachelor,2.63,65.1,45.4,52.3,45.7,11.1,83.5,4.4,4,35.3,55.8,D,1
S4549,F,Charter,Bachelor,2.89,74.3,63.3,62.0,41.5,8.1,100.0,5.3,0,9.5,59.3,D,1
S4550,F,Public,Bachelor,3.82,69.1,72.1,61.6,64.4,9.6,93.2,5.2,8,11.0,74.8,B,1
S4551,M,Charter,High School,2.9,66.5,51.0,51.8,32.2,5.7,83.8,5.9,0,40.4,51.4,D,1
S4552,M,Private,Master,2.37,72.9,50.7,68.0,49.9,6.7,71.5,2.8,2,20.7,55.1,D,1
S4553,F,Private,Master,2.67,60.9,57.6,56.1,39.5,5.2,72.0,0.2,1,39.8,50.3,D,1
S4554,M,Private,High School,2.53,64.3,37.2,52.3,44.7,2.8,72.2,3.1,2,17.9,51.7,D,1
S4555,F,Charter,Bachelor,3.18,59.2,44.7,50.2,53.1,6.1,93.8,3.8,6,54.4,59.5,D,1
S4556,F,Public,Bachelor,2.55,81.6,47.7,43.8,44.2,10.7,59.3,6.0,2,5.0,55.2,D,1
S4557,F,Private,Bachelor,3.14,81.5,44.0,62.1,30.7,9.1,82.1,2.2,4,39.5,58.0,D,1
S4558,F,Private,Bachelor,2.63,67.8,64.9,46.0,38.9,7.7,56.3,2.6,6,30.6,56.7,D,1
S4559,F,Private,High School,1.94,63.4,30.0,59.7,46.4,1.9,73.9,2.4,1,7.3,52.2,D,1
S4560,F,Charter,Master,3.15,74.7,63.5,63.1,48.7,7.9,76.0,9.7,8,20.9,59.9,D,1
S4561,M,Public,High School,3.07,81.8,69.7,77.8,63.3,7.5,86.8,8.6,4,5.0,65.3,C,1
S4562,F,Private,Bachelor,3.26,68.4,56.0,64.2,54.2,9.2,73.7,5.1,7,29.0,58.7,D,1
S4563,M,Private,Master,2.66,72.5,49.0,52.9,47.0,2.7,73.6,4.4,3,17.7,47.3,F,0
S4564,M,Public,Bachelor,2.61,74.7,58.3,42.7,55.6,10.7,83.7,4.7,6,5.0,53.1,D,1
S4565,F,Public,High School,3.2,81.7,62.5,71.8,47.3,9.8,83.5,3.0,3,26.5,73.9,B,1
S4566,M,Private,PhD,3.76,59.5,70.1,51.8,64.9,12.6,100.0,6.4,3,23.4,60.6,C,1
S4567,M,Charter,Master,3.01,65.3,30.0,56.4,41.2,11.8,74.3,7.2,5,56.6,53.1,D,1
S4568,M,Public,Master,3.21,64.0,48.1,76.1,82.3,12.4,75.3,5.3,2,36.4,72.7,B,1
S4569,F,Charter,Bachelor,2.84,69.6,61.8,65.5,39.8,6.6,93.2,8.0,2,5.0,61.0,C,1
S4570,F,Public,High School,2.23,46.2,45.1,55.1,41.9,7.7,67.9,1.7,2,20.9,53.1,D,1
S4571,F,Public,PhD,3.48,58.5,65.2,70.1,53.7,12.7,79.9,5.5,5,39.2,65.3,C,1
S4572,M,Public,Bachelor,3.45,91.9,70.1,76.3,42.3,11.8,89.1,5.5,3,5.0,70.9,B,1
S4573,F,Public,Master,3.36,78.5,61.4,79.1,64.6,13.6,81.6,2.8,3,11.6,71.3,B,1
S4574,F,Public,Bachelor,2.91,70.1,53.8,55.0,46.6,11.0,75.4,6.5,2,25.5,62.4,C,1
S4575,M,Public,Bachelor,3.3,75.9,84.8,60.6,32.9,12.4,74.7,4.6,2,15.6,82.1,A,1
S4576,M,Private,PhD,3.45,75.6,77.9,56.5,68.8,14.9,100.0,6.1,8,46.6,73.0,B,1
S4577,M,Private,Bachelor,3.81,86.1,73.4,68.8,53.5,12.3,86.3,5.3,4,23.7,74.5,B,1
S4578,F,Public,High School,3.49,69.9,62.0,62.8,55.5,11.2,78.2,9.2,3,23.0,63.0,C,1
S4579,F,Public,High School,3.03,71.8,63.7,45.8,62.9,11.6,76.8,7.0,6,11.1,72.1,B,1
S4580,F,Public,Bachelor,2.35,65.3,59.4,50.2,46.0,5.8,77.7,3.0,1,11.7,52.5,D,1
S4581,M,Private,High School,3.08,62.4,60.0,72.9,49.7,10.8,98.3,2.2,4,26.2,61.7,C,1
S4582,F,Public,Bachelor,3.13,81.5,54.4,66.3,82.6,7.8,79.3,6.3,2,23.2,68.8,C,1
S4583,F,Public,Bachelor,3.35,70.0,78.0,69.6,34.2,3.6,73.2,7.6,4,5.0,75.9,B,1
S4584,F,Charter,Master,3.68,84.9,69.5,67.0,44.1,13.5,100.0,4.3,3,25.1,69.5,C,1
S4585,F,Charter,Bachelor,2.95,70.4,77.4,43.8,44.8,4.2,81.2,4.1,4,26.1,60.7,C,1
